Date,Close
11/28/18 0:00,110.94
11/29/18 0:00,110.06
11/30/18 0:00,111.19
12/3/18 0:00,112.24
12/4/18 0:00,107.23
12/6/18 0:00,105.19
12/7/18 0:00,103.29
12/10/18 0:00,101.36
12/11/18 0:00,100.37
12/12/18 0:00,101.02
12/13/18 0:00,101.12
12/14/18 0:00,100.29
12/17/18 0:00,99.01
12/18/18 0:00,98.54
12/19/18 0:00,97.29
12/20/18 0:00,96.45
12/21/18 0:00,94.17
12/24/18 13:00,92.14
12/26/18 0:00,95.96
12/27/18 0:00,97.04
12/28/18 0:00,96.83
12/31/18 0:00,97.62
1/2/19 0:00,99.31
1/3/19 0:00,97.11
1/4/19 0:00,100.69
1/7/19 0:00,100.76
1/8/19 0:00,100.57
1/9/19 0:00,100.4
1/10/19 0:00,100.39
1/11/19 0:00,99.91
1/14/19 0:00,100.94
1/15/19 0:00,101.68
1/16/19 0:00,102.5
1/17/19 0:00,102.92
1/18/19 0:00,104.59
1/22/19 0:00,102.94
1/23/19 0:00,102.68
1/24/19 0:00,102.74
1/25/19 0:00,103.39
1/28/19 0:00,103.88
1/29/19 0:00,104.17
1/30/19 0:00,104.41
1/31/19 0:00,103.5
2/1/19 0:00,103.88
2/4/19 0:00,104.25
2/5/19 0:00,103.79
2/6/19 0:00,103.74
2/7/19 0:00,102.38
2/8/19 0:00,101.36
2/11/19 0:00,100.88
2/12/19 0:00,102.6
2/13/19 0:00,103.09
2/14/19 0:00,102.42
2/15/19 0:00,105.55
2/19/19 0:00,105.18
2/20/19 0:00,105.69
2/21/19 0:00,105.47
2/22/19 0:00,105
2/25/19 0:00,106.1
2/26/19 0:00,105.29
2/27/19 0:00,105.16
2/28/19 0:00,104.36
3/1/19 0:00,104.43
3/4/19 0:00,104.19
3/5/19 0:00,104.11
3/6/19 0:00,103.72
3/7/19 0:00,102.97
3/8/19 0:00,103.01
3/11/19 0:00,104.35
3/12/19 0:00,104.04
3/13/19 0:00,104.39
3/14/19 0:00,105.34
3/15/19 0:00,106.55
3/18/19 0:00,107.19
3/19/19 0:00,106.8
3/20/19 0:00,104.52
3/21/19 0:00,102.87
3/22/19 0:00,99.76
3/25/19 0:00,98.93
3/26/19 0:00,99.92
3/27/19 0:00,99.58
3/28/19 0:00,100.71
3/29/19 0:00,101.23
4/1/19 0:00,104.64
4/2/19 0:00,105.14
4/3/19 0:00,105.35
4/4/19 0:00,105.56
4/5/19 0:00,105.31
4/8/19 0:00,105.65
4/9/19 0:00,104.87
4/10/19 0:00,105.34
4/11/19 0:00,106.23
4/12/19 0:00,111.21
4/15/19 0:00,109.94
4/16/19 0:00,111.1
4/17/19 0:00,114.3
4/18/19 0:00,113.46
4/22/19 0:00,113.6
